"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"D87455_at",-0.233556493458858,8.23879381171521,-1.86346649616762,0.0663932708724691,0.20777771204997,-4.96415166794671,"UTP14C"
"U66561_at",-0.149994631159807,6.6154523201046,-1.86315390538671,0.0664378124051029,0.207825873030267,-4.96470582484105,"ZNF184"
"S43646_at",0.21946923571992,8.66715527536059,1.86267206068891,0.0665065203822001,0.207949554300309,-4.96555986750102,"KRT2"
"U96113_at",-0.24891132629105,7.94444494857406,-1.8623912459327,0.0665465903116648,0.20798362224106,-4.96605750334475,"WWP1"
"M55671_at",-0.313057893846757,8.08564714609298,-1.86170278297206,0.0666449141087774,0.208199646223258,-4.96727725004398,"PROZ"
"L05425_at",-0.288084433314146,7.57932231134617,-1.86118715453296,0.0667186342388423,0.208338652426065,-4.96819051830243,"GNL2"
"U89355_at",-0.280278528478031,7.6983557892933,-1.86083643170916,0.0667688167260453,0.208404069369517,-4.96881157852133,"CREBBP"
"U58766_at",-0.291483185757206,9.01828807785727,-1.86013759893367,0.0668689024050012,0.208505675072059,-4.970048755069,"GFUS"
"L40397_at",0.526827469116276,8.95021363721295,1.86009088463796,0.0668755972418167,0.208505675072059,-4.97013144053104,"TMED10"
"U15460_at",-0.336624602471301,5.07466445205857,-1.85985679278195,0.0669091544860832,0.208505675072059,-4.97054576050775,"BATF"
"U77718_at",-0.283752107779652,9.43773714278783,-1.85962133191641,0.0669429222492382,0.208505675072059,-4.97096245570653,"PNN"
"X54941_at",-0.517481112464078,8.22736263627025,-1.85954020323948,0.0669545603391401,0.208505675072059,-4.97110601805927,"CKS1B"
"L40377_at",0.400450419795347,5.53709342184438,1.85938482440065,0.0669768545258824,0.208505675072059,-4.97138095490891,"SERPINB8"
"X65857_at",0.259632441959045,7.72681445854795,1.8583109607315,0.0671311060169814,0.20889465508296,-4.9732805444805,"OR1D2"
"S81294_at",0.327379776026293,7.06204056287694,1.85771407051335,0.0672169732321122,0.209070594315763,-4.97433597026698,NA
"X04688_at",0.227985489331379,6.21699310391179,1.8568131100543,0.0673467579684283,0.209382920870879,-4.97592847179393,"IL5"
"D13636_at",-0.561672127178711,7.12636461062258,-1.85583090908842,0.0674884852226312,0.209698995572979,-4.97766377085402,"GTF3C2"
"D50312_at",0.231100297570369,5.10458888442538,1.85570098562282,0.0675072513452079,0.209698995572979,-4.97789325004694,"KCNJ8"
"U68494_at",0.246393171467263,7.66263118939414,1.85384726380704,0.0677754801581888,0.210440504376188,-4.98116582224321,"SLC30A1"
"D87450_at",-0.314670071359446,7.8243993829029,-1.85314251576728,0.0678776898446698,0.210666108359883,-4.98240920879264,"WAPL"
"J04621_at",-0.306792177655117,5.8503491337166,-1.85235299146471,0.0679923482640068,0.210875447941208,-4.9838016555485,"SDC2"
"M11025_s_at",0.307500129018848,7.29527045114227,1.85210569356678,0.0680282954363981,0.210875447941208,-4.98423769222133,"ASGR2"
"X52943_at",0.269013975846997,8.20064365904542,1.85206728475485,0.0680338799641995,0.210875447941208,-4.98430541004764,"ATF7"
"S56151_s_at",0.207894673489204,10.2746787197058,1.85178632623037,0.0680747422049215,0.210910402946061,-4.98480072370216,"MFGE8"
"U58334_at",0.282781959581495,9.43116404112298,1.85091102655083,0.068202176695023,0.211213430781416,-4.98634338844997,"TP53BP2"
"X63597_at",0.146433521590921,6.57045492258192,1.85012312767586,0.0683170576614166,0.211477335678784,-4.98773144713243,"SI"
"U03886_at",-0.151230416900419,7.01456353729953,-1.84985299089247,0.0683564827789908,0.21150753720982,-4.98820722928301,"PNPLA4"
"U14187_at",0.190429073438425,9.19211082482084,1.84942689497488,0.0684187081515966,0.211608230113983,-4.98895756818315,"EFNA3"
"U10693_at",0.244353231476902,6.22403531053912,1.84909352090824,0.0684674259154286,0.211667076908539,-4.98954451776841,"MAGEA8"
"X76223_s_at",-1.16242535546563,6.26939966810716,-1.84787506743546,0.0686457327407464,0.212126323670907,-4.99168894917009,"MAL"
"M11567_rna1_at",-0.215559093659848,3.73912701075656,-1.84714006916164,0.0687534795869332,0.212367225292568,-4.9929818961881,"ANG"
"Z73903_at",-0.383125755833314,4.91042999769462,-1.84675051325962,0.0688106438945159,0.212451745484627,-4.99366698036745,NA
"HG4541-HT4946_s_at",0.168882191332447,11.1126646389135,1.84642398118531,0.0688585906435005,0.2125077457565,-4.99424112775844,NA
"HG884-HT884_s_at",-0.223467060217437,7.73219311547603,-1.84604602417817,0.0689141234124577,0.212587099007967,-4.99490558122537,NA
"M60748_at",-0.56404850300894,6.22044233716559,-1.84566094630308,0.0689707410555123,0.212669728799631,-4.99558242599248,"H1-4"
"M76424_at",0.689607829688428,7.84458842377256,1.84500999171722,0.0690665389869166,0.212786177781106,-4.99672630552462,"CA7"
"U77129_at",-0.18951801320731,7.38852014455502,-1.84499869492679,0.0690682024667524,0.212786177781106,-4.99674615338771,"MAP4K5"
"X67337_at",-0.194738643090588,6.63893677218608,-1.84366503108955,0.0692648238835907,0.213299753549079,-4.99908855300383,"CPSF6"
"U79286_at",-0.208911028549649,5.4090165482885,-1.84210161779374,0.0694959142690256,0.213838676360691,-5.0018325136266,"PRMT2"
"M95610_at",0.303189749641257,8.77339966683001,1.84207523497842,0.0694998194876869,0.213838676360691,-5.00187880016264,"COL9A2"
"U39226_at",-0.325818402869507,6.11644894473257,-1.84163095411881,0.0695656101448716,0.213913629325657,-5.00265816470323,"MYO7A"
"J04088_at",-0.340916507839967,8.32035570778788,-1.84137240640794,0.0696039208051878,0.213913629325657,-5.00311163443692,"TOP2A"
"U39817_at",-0.454624006107846,5.94518406605228,-1.84130306647758,0.069614198349772,0.213913629325657,-5.00323324066394,"BLM"
"U97018_at",0.279098428830821,6.79133253313726,1.84089865233808,0.0696741658340603,0.213923601387288,-5.0039424066285,"EML1"
"U67171_at",-0.597854571766101,9.15836438258705,-1.84087645467423,0.0696774586086804,0.213923601387288,-5.00398132754135,"SELENOW"
"U20979_at",-0.356476263021935,8.19337743969882,-1.84062491553939,0.0697147807299974,0.213946048998774,-5.00442234107296,"CHAF1A"
"HG613-HT613_at",-0.181097774911221,13.8277545109835,-1.83972216178739,0.0698488647663846,0.214265299879327,-5.00600465143833,NA
"AF014958_at",0.388884132325399,7.58055787343326,1.83928368326649,0.0699140689234775,0.214357706883707,-5.00677294391192,"CCRL2"
"U49957_s_at",0.195736396113075,6.49885785100362,1.83911527586727,0.0699391255732224,0.214357706883707,-5.00706797935567,"LPP"
"HG3187-HT3366_s_at",0.406601790490714,5.5821169345203,1.83721965249841,0.0702216868204211,0.215131244238411,-5.01038725351164,NA
"U09278_at",0.249695985148461,6.01072723637074,1.83626783392379,0.070363924808369,0.215474407198824,-5.01205273119298,"FAP"
"X61118_rna1_at",0.497592166692728,9.15899456097085,1.83538572928919,0.070495960156627,0.215719186178905,-5.01359552268442,"LMO2"
"U06088_at",-0.419444438085188,7.32129363728877,-1.83513589184615,0.0705333940388217,0.215719186178905,-5.01403236297957,"GALNS"
"M26004_s_at",-0.281393106435783,6.95976632465979,-1.83512760202572,0.0705346364122635,0.215719186178905,-5.01404685678642,"CR2"
"X66534_at",-0.344491329059848,7.58488108876147,-1.83392783317348,0.0707146358615829,0.216131643168077,-5.01614388705178,"GUCY1A1"
"M29273_at",0.333022463165223,7.81377468944664,1.83382465305079,0.0707301337510343,0.216131643168077,-5.01632417331733,"MAG"
"X95097_rna1_s_at",-0.418922488170121,7.21092457818285,-1.83273612091775,0.0708938070065492,0.216425826008674,-5.01822559868924,"VIPR2"
"U09609_at",0.195434749074241,7.18900434113951,1.83267023858347,0.070903723332025,0.216425826008674,-5.01834064757503,"NFKB2"
"L19493_s_at",-0.17666704804879,8.40239807397407,-1.83257884081311,0.0709174820530597,0.216425826008674,-5.01850024727167,"FMR1"
"M63967_at",0.290059962672262,7.34233470861474,1.8318834687187,0.0710222342630923,0.216652763398196,-5.01971427546438,"ALDH1B1"
"U38864_at",-0.472322317965038,3.56991158834445,-1.83153588438916,0.0710746435535954,0.216699691068411,-5.02032095460683,"ZNF212"
"U41518_at",0.239898250191233,8.40583368013477,1.83131972436524,0.0711072528034635,0.216699691068411,-5.02069819080172,"AQP1"
"M20778_s_at",-0.193090232068895,6.65459432218982,-1.83117688039038,0.0711288086828563,0.216699691068411,-5.02094745569386,"COL6A3"
"U75968_at",-0.269474536610634,9.66151392597403,-1.83097017010799,0.071160011990689,0.216702146724315,-5.02130813688601,"DDX11"
"U40038_at",0.200140294201863,7.00345348963431,1.83003736055052,0.07130096382235,0.217038672540364,-5.02293530056088,"GNAQ"
"U66036_at",0.209973183237614,7.02125708899349,1.827538906818,0.0716796425004419,0.218098237894004,-5.02728980185496,"SULT1C2"
"Y07565_s_at",0.197670838948524,6.89811978755814,1.82721681604437,0.0717285824016034,0.21811272750534,-5.02785077234974,"RIT2"
"U19523_at",0.298491749696603,6.85107520666039,1.82699584758115,0.0717621734849234,0.21811272750534,-5.02823557069874,"GCH1"
"D28476_at",-0.253251538689634,9.34311811472501,-1.82690366967753,0.0717761900305129,0.21811272750534,-5.02839607837357,"TRIP12"
"U50330_at",0.349921842734191,5.3541174853976,1.82616382221118,0.0718887739536723,0.218361768008406,-5.0296840936182,"BMP1"
"X64838_at",-0.376164454351867,6.67063278111623,-1.8258661117016,0.0719341187325115,0.21840644482286,-5.03020224959106,"CLIP1"
"D50919_at",-0.233463653067955,6.76540096741217,-1.82523185260128,0.07203080351109,0.218606895798451,-5.0313059011786,"TRIM14"
"U09411_at",0.212352582131213,7.85105067578906,1.82389727610059,0.072234597565186,0.219132104698813,-5.0336270082137,"ZNF132"
"X66363_at",0.369590400119927,8.42339600188354,1.82310344452194,0.0723560465363844,0.219407169612031,-5.03500691265783,"CDK16"
"X17620_at",-0.287900076458154,10.3172140922557,-1.82182892165121,0.0725513937136015,0.219905988853854,-5.03722124899192,"NME1"
"U49835_s_at",-0.537697600158053,9.12672702704513,-1.82141048090842,0.0726156244645225,0.220007134214867,-5.0379479334946,"CHI3L2"
"U90306_at",0.342625384427967,8.16022180919463,1.82115832733823,0.0726543530273951,0.220030961228674,-5.03838576210332,"IRX4"
"U90543_s_at",0.362308882247312,8.7627887027712,1.82053263338691,0.0727505286248825,0.220148072094444,-5.03947195132743,"BTN2A1"
"M35252_at",0.227410880712834,6.37430891967918,1.82050496248457,0.0727547843813312,0.220148072094444,-5.03951997946803,"TSPAN8"
"L13197_at",0.384549351150673,7.06556653360872,1.81997469533778,0.0728363791053193,0.220301462300306,-5.04044023081141,"PLAC4"
"HG825-HT825_at",-0.236730099603797,4.17347386653981,-1.81971029666335,0.0728770919292845,0.220331123139894,-5.04089898973205,NA
"HG3998-HT4268_at",-0.301823323074261,6.26057526570097,-1.81909357187025,0.0729721307523186,0.220524934350691,-5.04196883440726,NA
"U79303_at",0.653105245369251,8.18677422843462,1.81779015542693,0.0731733309908476,0.221039269760065,-5.04422880806184,"CCDC106"
"X66503_at",-0.307089088939279,7.12089961350276,-1.81684898925114,0.073318900701191,0.221382372507993,-5.0458597625813,"ADSS2"
"HG3417-HT3600_s_at",0.352178800551047,7.13387012177005,1.81665445051726,0.0733490200398205,0.221382372507993,-5.0461967842112,NA
"M22638_at",0.525712829047121,8.37703597535165,1.81530065028778,0.0735589074574198,0.221921900661847,-5.04854121462482,"LYL1"
"U21128_at",0.142960562406431,6.53507265794109,1.81490628619301,0.0736201421723168,0.2220126876254,-5.04922385081018,"LUM"
"M61916_at",0.145265570939227,6.48760272314524,1.81424706405287,0.0737225975897427,0.222059209804125,-5.05036464857691,"LAMB1"
"U51477_at",0.275116822869949,9.52245298599366,1.81414276451282,0.0737388185796812,0.222059209804125,-5.05054510646212,"DGKZ"
"U86409_at",-0.310738647832256,8.78776510938556,-1.81410622017706,0.0737445027732845,0.222059209804125,-5.05060833281846,"HAS3"
"M16937_at",0.253966956390107,6.74852169478847,1.81371283969956,0.0738057132688385,0.222059209804125,-5.05128885754309,"HOXB7"
"M16801_at",-0.150973688706871,6.57368482267079,-1.81361505732473,0.0738209349052797,0.222059209804125,-5.05145799430437,"NR3C2"
"U07919_at",0.40202898102758,7.79584491414858,1.81360525226936,0.0738224613881016,0.222059209804125,-5.05147495390893,"ALDH1A3"
"U48736_at",-0.29197301959826,7.27282729103812,-1.81283951423207,0.0739417553332975,0.222302237405535,-5.05279917687712,"PRP4K"
"X57959_at",-0.188023874082726,12.8903692091089,-1.81268645069274,0.073965620301014,0.222302237405535,-5.05306381486499,"RPL7"
"S72904_at",-0.175981262705606,7.22823960384322,-1.8116721485299,0.0741239280801324,0.222610788373382,-5.05481696900349,"ENOX2"
"U50078_at",-0.339953071221542,7.89060251450712,-1.8116285744834,0.0741307352501626,0.222610788373382,-5.05489226378786,"HERC1"
"M57399_at",0.296256452558614,7.30930645303071,1.8112060296336,0.0741967725688934,0.222715280692059,-5.05562232420085,"PTN"
"L48211_at",0.32022617490103,6.15556305479103,1.81098804691047,0.074230859125107,0.222723819319397,-5.05599888746178,"RNF185-AS1"
"X89750_at",-0.279084062178583,9.18466732664403,-1.81007609720998,0.0743736048397089,0.223049244511286,-5.05757382390985,"TGIF1"
"Y11651_at",-0.247414657114705,7.31587342983696,-1.8098955405151,0.0744018941573628,0.223049244511286,-5.05788555927784,"RTCA"
"D63481_at",-0.255509186718605,9.15257661954423,-1.80885009767521,0.074565868804712,0.223446859482468,-5.05968998259955,"SCRIB"
"X80507_at",0.194348749041502,7.27025586268969,1.80771219486666,0.074744687853063,0.223888604917851,-5.06165290861373,"YAP1"
"U38847_at",-0.413799351290571,8.42273206898346,-1.80745246093751,0.0747855545671193,0.223916933435108,-5.0621008014587,"TARBP1"
"D15057_at",-0.52036954218995,9.11947133872875,-1.8053349017785,0.0751194281290668,0.224813483871921,-5.06575018938225,"DAD1"
"X51804_at",0.283725519606753,7.99537837725283,1.80515366147087,0.0751480617291046,0.224813483871921,-5.0660623562044,"TMEM11"
"J04469_at",0.440096645462296,6.67710508924328,1.80453782168482,0.0752454243258865,0.225010331383911,-5.06712285966112,"CKMT1B"
"Y08265_s_at",0.222210912716303,9.19260631204166,1.80424237468419,0.0752921709851727,0.22504823344857,-5.06763151516064,"CHERP"
"L21715_at",0.2636750450381,5.58274625312625,1.804058761487,0.0753212350972489,0.22504823344857,-5.06794759396367,"TNNI2"
"U79716_at",0.189653359431772,7.97770654952913,1.80333235237612,0.075436309960142,0.225220606956487,-5.06919777431117,"RELN"
"U14383_at",0.253395363628139,7.57822280192735,1.80329575772374,0.075442111013058,0.225220606956487,-5.06926074306028,"MUC8"
"HG2139-HT2208_f_at",0.188948934160118,6.23194810781566,1.80300192106751,0.0754887040228796,0.225265370857727,-5.06976630812078,NA
"L32140_at",0.167399313299335,6.17674617059658,1.80245594971875,0.0755753411007023,0.225380782772205,-5.07070548739769,"AFM"
"U15782_at",-0.178494508170992,9.06794363336247,-1.80209939711505,0.0756319650879753,0.225380782772205,-5.07131868846208,"CSTF3"
"U94832_at",-0.305227288011288,9.0198294060399,-1.8019983145134,0.0756480244054276,0.225380782772205,-5.07149251068749,"KHSRP"
"K01884_at",0.195986508780295,6.39686604677713,1.80196172442261,0.075653838290628,0.225380782772205,-5.07155542902228,NA
"L19686_rna1_at",-0.852443268620931,10.8392534525845,-1.80149868459982,0.0757274439284502,0.22550582613447,-5.07235154629604,"MIF"
"X95190_at",-0.148950570663986,3.08343748182442,-1.80112921097499,0.0757862188851372,0.225586619804653,-5.07298665846348,"ACOX2"
"X78932_at",0.186000100443017,6.29268100506249,1.79996427277172,0.0759717831395973,0.226044591820613,-5.07498836670141,"ZNF273"
"X80497_at",0.22883039397971,8.4829582373402,1.7994997213765,0.0760458874571197,0.226170684890199,-5.0757862731708,"PHKA2"
"U00951_at",0.339481194477973,5.1139634182305,1.79915607440046,0.0761007440542664,0.226239451360661,-5.07637639488361,"ZFR"
"U07418_at",-0.195159673972734,8.77180834529142,-1.79824665435998,0.0762460743389134,0.226577017074662,-5.07793758329168,"MLH1"
"X76498_at",0.282306438076334,5.8044481138847,1.79803873828457,0.0762793328862087,0.226581401727409,-5.07829440849983,"BRS3"
"AFFX-BioB-5_at",0.232332085630784,5.62829448029047,1.79581468700385,0.0766358512041689,0.227545599014794,-5.08210896132992,NA
"Y07846_at",-0.151391602871656,3.7756769883781,-1.79354667958491,0.0770008424140293,0.228534140536892,-5.0859944584231,"GAS2L1"
"U07349_at",-0.443559453201112,3.72212189548215,-1.79275921473941,0.0771279070643351,0.228775592865521,-5.08734247431978,"MAP4K2"
"Z35278_at",0.542362049868213,7.35992408303478,1.79264483666316,0.0771463775071837,0.228775592865521,-5.08753822654858,"RUNX3"
"D87454_at",-0.197197253760399,2.10469653551108,-1.79230573602239,0.077201159087772,0.228825673583933,-5.08811851280867,"KLHDC10"
"X01715_at",0.2224507011444,8.38970035766792,1.79214299598328,0.0772274611646713,0.228825673583933,-5.08839696617654,"CHRNG"
"X98225_at",0.429461844031159,5.98201435967323,1.79192399851117,0.0772628673387327,0.228835472063907,-5.08877164128975,NA
"U39412_at",0.403472570309562,8.21125086031068,1.79127220973105,0.07736832444187,0.229052651555686,-5.0898865160494,"NAPA"
"L00352_at",0.393428352601783,8.24716507940213,1.78960490748937,0.0776386327161721,0.229757497979905,-5.09273672229432,"LDLR"
"U63455_at",0.328279829468167,7.88817837172827,1.78895917366903,0.0777435317772523,0.229972463917026,-5.09383993363872,"ABCC8"
"U35459_at",0.213037091193732,7.37442263459898,1.788360899879,0.0778408260849129,0.230074566509367,-5.09486173619461,"SERPINB10"
"U61500_at",-0.154301935077333,7.48982084587398,-1.78813282370673,0.0778779436154779,0.230074566509367,-5.09525118924109,"TRAPPC10"
"U46746_s_at",0.220690116193485,6.62395428972618,1.78786182922825,0.0779220648676931,0.230074566509367,-5.09571386864408,"DTNA"
"U64871_at",-0.177148099512277,6.34934267110321,-1.78780518968166,0.077931289110135,0.230074566509367,-5.09581056343421,"GPR19"
"HG4157-HT4427_at",-0.135608396713415,7.28670438542546,-1.78775530878667,0.0779394133988107,0.230074566509367,-5.09589571756171,NA
"M63589_at",0.416678687633755,6.9981557652904,1.78628343741339,0.0781794595665613,0.230687652007457,-5.09840744273384,"TAL1"
"X79981_at",0.186940896703002,8.51272471468049,1.78575312475318,0.0782660981527474,0.23075503713409,-5.09931194884316,"CDH5"
"X99664_at",0.265037808631643,8.16344702624592,1.78574740392018,0.0782670332150694,0.23075503713409,-5.09932170500776,"SH3GL3"
"D43636_at",-0.448397049187738,7.7155533226536,-1.78436181484296,0.0784937793125953,0.231327884547124,-5.10168381106433,"SNRK"
"U47292_at",0.179117174158516,6.85862990924226,1.78240862618937,0.0788143371182385,0.232167859272854,-5.10501069089221,"TFF2"
